Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
1.267,592.12091,1050.17151,173.94278,613.79346,1042.73096,-87.41686,403.14529,1050.25659,33.27446,482.10822,739.35962,211.95139,537.05658,662.56659,127.89447,443.03299,625.1499,201.84019,633.34045,742.80322,-139.20547,727.02521,737.37518,-68.13988,672.66211,641.24957,-126.9587,320.43988,475.48355,185.88602,379.21771,411.72928,136.34866,299.95959,390.92615,189.79176,729.383,442.89023,-119.29021,791.56531,410.90384,-68.03155,721.95624,396.1712,-126.37839,110.46252,118.90062,94.50446,253.77629,91.4212,69.25362,235.76895,74.91985,176.51718,378.76181,43.49663,118.29642,776.25909,66.21741,-37.19407,932.07623,118.6921,-12.1111,920.71606,107.79183,-108.27393,1046.25684,136.49313,-40.04773,631.32336,1351.37036,22.86763,541.24548,1445.68884,232.80258,561.28442,1463.41968,-184.504,571.5769,1246.83337,282.95905,544.19885,1227.59839,-217.70937,547.38538,1140.77356,320.83554,478.72888,1140.73596,-252.69243,748.30341,966.21478,276.85489,724.73706,939.62408,332.95514,574.32568,906.59607,-211.92096,525.94489,898.37598,-269.10983,310.55685,35.2338,197.71382,328.72205,38.85844,86.36963,988.71887,106.4447,-116.61316,1000.29102,118.10107,-14.54379,706.22406,1573.83008,107.66495,716.61407,1576.32751,-30.84479,716.80841,1750.03809,46.61408
1.283,592.67853,1049.74915,172.69221,614.79907,1040.51758,-88.74988,405.4303,1048.93982,30.38771,485.67606,739.4046,214.26305,538.36639,661.25818,129.28128,444.70239,624.3512,201.43504,636.80511,742.0202,-138.97487,733.18854,738.52924,-71.52983,676.05151,640.92902,-124.12614,319.34705,476.60358,185.31975,377.91748,411.24228,137.41992,296.34821,393.25238,190.64008,731.51483,440.74435,-116.51921,791.85492,406.76675,-65.24891,723.84161,395.7579,-125.0268,96.82625,128.66612,95.30095,238.39139,94.32256,70.16602,219.58844,77.55692,177.26138,359.62643,43.35833,117.69998,761.94867,67.26759,-36.7284,920.35413,108.76443,-10.13614,909.77673,99.27759,-106.30434,1035.29187,120.50702,-36.45026,633.01672,1349.65405,19.26443,541.0965,1445.13049,228.50049,562.85968,1460.92542,-189.34294,569.7774,1246.64709,279.78104,547.39264,1224.12512,-221.22836,545.34528,1140.96362,317.6824,482.52319,1136.75903,-255.60776,742.85657,962.13422,276.40469,719.20984,936.77179,333.52127,578.8078,903.65729,-214.43753,531.22876,895.17676,-271.93344,291.9715,34.52874,198.38135,311.17035,38.06558,86.34989,976.09753,93.45812,-114.27676,988.36212,103.98598,-12.04435,705.61139,1573.24487,103.33936,716.66742,1575.82202,-35.08792,716.3454,1749.36377,42.33414
1.3,595.20605,1049.30249,170.84831,618.23187,1040.23083,-89.84228,408.14334,1048.08105,27.635,486.16394,738.28265,213.62651,540.98267,660.08026,129.54369,447.27109,623.89954,202.95671,640.08588,741.83508,-139.24188,737.6499,738.86621,-74.48369,678.92316,640.42761,-123.22683,320.39255,477.51105,186.71147,376.44724,409.97549,139.58353,293.89526,395.27939,191.82468,735.64758,441.74207,-116.46951,793.12976,405.43375,-63.825,725.00452,395.78363,-124.50978,84.89841,140.50372,96.23734,224.20485,98.14903,71.04609,204.30328,81.18244,177.97964,340.65033,43.05088,117.11312,747.10052,68.82729,-36.77527,908.0321,100.14164,-8.50622,897.60382,91.53664,-105.01044,1023.13837,105.59505,-34.15118,634.61023,1349.26404,14.92669,540.85596,1445.66394,223.17328,564.62317,1458.79688,-194.50566,568.76685,1246.86023,276.25317,548.89032,1221.48767,-223.94221,542.78717,1141.78015,314.2709,486.93613,1133.94629,-259.26276,736.86182,957.98669,277.92291,711.82483,933.93164,334.06302,583.87012,900.73853,-217.31906,535.49164,892.41046,-274.56244,273.32974,34.34725,198.69417,293.87927,37.31418,86.3706,962.02063,81.29327,-112.83779,975.12933,90.89083,-10.47749,706.18365,1573.20581,99.1187,717.89709,1575.90344,-39.49527,716.40448,1749.37708,37.1127
1.317,597.9577,1049.40576,168.77008,621.88696,1041.302,-91.22143,411.16498,1047.64453,25.15304,490.51572,737.6795,213.58574,548.33313,659.77637,130.33296,454.82797,622.88318,203.29408,643.3988,742.41943,-140.36548,741.79169,738.85602,-77.41445,681.34741,641.26355,-123.1844,325.76624,480.22952,188.58653,378.48074,408.59332,140.7802,295.04089,398.5976,191.50168,738.00269,442.28,-117.70245,793.70764,403.82965,-63.51654,725.24585,396.06329,-125.17695,75.51638,154.80304,97.37206,211.75375,103.2616,71.83661,190.2545,86.22167,178.57404,322.02585,42.47935,116.61682,731.90985,70.53569,-37.1697,895.10663,93.30676,-7.29547,884.21167,85.08185,-104.3698,1009.81366,92.65924,-33.04971,636.99188,1350.4248,10.79742,539.85065,1446.45544,218.99651,567.33545,1457.55591,-199.52928,567.5188,1248.29651,272.24075,555.59949,1220.5127,-228.58307,539.74109,1143.29688,310.58188,491.69882,1131.43933,-262.33679,730.00177,954.88934,278.84601,703.38477,931.62372,335.5658,590.31256,898.64343,-219.8582,541.11194,889.88696,-277.16736,256.36679,33.33099,198.67349,277.07776,36.96362,86.355,946.99286,70.83085,-112.10049,960.87048,79.9099,-9.64497,704.86493,1573.93188,95.02638,718.11938,1576.92346,-43.8217,716.32526,1750.77124,32.39664
1.333,600.92035,1049.99768,166.96565,625.38898,1042.93665,-93.44888,414.34946,1047.63953,22.98723,497.59171,737.95599,212.82378,557.45081,659.28876,130.80057,463.43073,621.23187,204.10283,646.58502,743.7309,-142.44923,745.93835,740.27905,-79.13178,685.26868,642.5769,-125.54111,334.41626,482.05463,190.3076,385.30646,407.40451,142.59242,299.76041,401.96988,193.45686,736.57355,442.5354,-117.91107,791.66705,402.0256,-64.03943,723.9762,396.36975,-126.96828,69.73737,171.81421,98.44942,201.65662,109.91447,72.59211,177.85255,93.1064,178.94296,303.90887,41.50936,116.43434,716.1651,72.06707,-37.80243,881.14807,88.10634,-6.83138,869.54169,80.04092,-104.40441,995.24536,81.88931,-32.92321,638.37866,1351.68408,7.16667,540.59314,1448.17627,213.25887,568.81573,1457.73401,-204.61111,565.54657,1249.94385,267.91006,559.74542,1219.6145,-232.03819,536.28156,1145.50696,306.62579,498.14374,1129.7948,-265.61984,722.44324,951.16693,280.36142,692.32385,931.04877,336.86237,595.93793,896.83911,-221.75031,546.59625,887.94208,-279.30524,239.75539,34.7496,198.19809,261.1727,37.59421,86.30458,931.24731,62.33704,-111.9407,945.65063,71.34413,-9.44173,706.62317,1576.25525,90.22325,719.17688,1578.46692,-48.4196,715.43933,1752.27478,27.77803
1.35,604.22089,1051.42102,164.0497,628.7229,1045.96619,-95.96793,417.50656,1048.06531,21.03904,508.15005,737.47217,212.28358,568.22461,659.13715,132.27924,475.04355,619.98102,206.27222,649.104,745.4881,-145.31093,747.01147,741.36957,-79.63964,688.60669,644.95715,-128.14772,347.97333,482.41626,191.08212,394.51303,405.98752,145.93231,308.43851,405.20511,194.42406,734.72479,442.32956,-120.76845,787.55994,400.54678,-64.85323,720.65918,396.55487,-129.5578,68.60076,191.49252,99.07779,194.54587,118.15807,73.45918,167.68047,102.20374,179.0493,286.51752,39.97352,116.87379,699.69843,73.20213,-38.65022,865.85596,84.16183,-7.25542,853.63037,76.24464,-105.0779,979.49341,73.18108,-33.56293,639.97571,1353.52661,2.69266,539.95953,1449.77124,209.02666,570.56146,1457.7749,-208.96103,563.93506,1252.62671,263.79938,565.98462,1220.13,-235.79462,532.47345,1148.28845,302.45551,505.12598,1128.67224,-269.13495,713.70068,948.57434,282.76862,682.25146,929.7215,338.30829,601.57422,896.2356,-224.26582,553.0506,886.96313,-280.99313,223.60344,36.87084,198.29929,246.61395,39.78391,86.40714,914.95392,55.76024,-112.32455,929.49573,64.97951,-9.84525,706.83844,1578.14282,85.00451,720.23694,1580.6311,-52.5431,713.20142,1753.97009,23.32139
1.367,607.62128,1053.07129,160.47549,631.64368,1048.82068,-99.29385,420.40039,1048.87561,19.08388,519.58405,736.32471,210.59683,582.30695,659.28973,134.06366,491.06671,617.23901,207.78979,650.36426,747.35303,-148.60374,747.8299,742.2326,-82.46134,687.62988,646.34369,-131.37752,364.58456,483.09753,194.50839,407.87473,404.63046,147.89534,320.46591,408.48044,197.84688,730.64532,441.95724,-123.97008,781.28015,398.75281,-66.87711,715.02679,396.57825,-132.52263,72.95761,213.3777,99.0482,190.98845,127.80871,74.58433,160.54248,113.68744,178.96239,270.33896,37.82413,118.14784,682.53839,73.87901,-39.71849,849.30475,81.173,-8.29023,836.63995,73.45835,-106.16966,962.75879,66.39281,-34.75788,641.1604,1356.34875,-1.20435,540.21545,1452.75598,204.8156,572.38544,1459.35791,-214.01601,561.66571,1255.20972,260.15372,571.21777,1220.21619,-238.82103,528.37317,1151.46423,298.17459,513.55048,1128.13672,-272.02557,704.18835,946.4856,284.55276,671.49274,928.56903,339.36826,608.54407,895.92426,-226.71663,560.17023,886.74835,-283.71539,207.00465,39.90817,197.88147,233.94183,43.88892,86.93961,898.22247,50.9468,-113.1413,912.51367,60.43309,-10.74661,704.96216,1580.54553,81.49422,720.75391,1582.9248,-57.06994,714.83459,1756.82214,18.94653
1.383,610.24341,1054.51331,156.66705,634.04449,1051.40991,-102.68336,422.7691,1050.00464,16.89082,531.23059,735.79663,212.80659,599.70813,660.90063,134.83688,508.14279,615.53851,209.30283,650.02686,749.14569,-151.97476,749.54102,742.58783,-86.58808,684.8634,647.32788,-135.27303,384.81567,484.69516,196.61533,424.02484,403.65039,151.04338,336.88062,411.79132,199.19193,722.9223,440.98834,-127.96081,771.83124,396.73007,-68.92097,707.01605,396.46515,-135.44293,83.1851,236.49263,98.37334,191.41273,138.49393,75.99792,157.32503,127.34642,178.79979,256.4133,35.384,120.23669,664.83014,74.18172,-40.88969,831.75708,78.95263,-9.45933,818.84424,71.53674,-107.33792,945.27679,61.38046,-36.1996,642.38898,1358.7533,-4.66966,541.68488,1456.0304,200.5356,573.88068,1460.79578,-217.9702,558.77222,1258.328,256.36496,576.82043,1221.18103,-241.76404,524.06732,1154.88208,293.95428,520.58643,1128.34521,-274.36282,694.37006,944.68988,286.86969,659.58893,927.64789,339.86905,616.90546,896.04047,-229.40862,568.47119,886.58942,-285.79205,194.00246,46.47063,198.16704,224.00105,49.96963,88.07691,881.02881,47.68734,-114.13638,894.87091,57.33222,-11.85986,705.32196,1583.44885,77.93627,720.22107,1585.90308,-60.43885,713.58612,1759.58459,14.82569
1.4,612.63763,1056.68579,153.9418,635.22931,1053.66516,-105.65951,424.4108,1051.4071,14.3841,543.81073,735.00836,210.42032,616.17749,662.10736,136.21213,526.99847,613.81409,209.86615,648.11444,750.87927,-155.19168,747.01636,741.97211,-90.46912,681.2085,648.81421,-138.2525,408.2077,485.84006,197.91237,442.32031,403.25574,153.42116,355.65369,415.89862,200.98366,713.508,440.71017,-130.09402,762.02478,395.45679,-71.91023,696.78607,396.27808,-138.04089,98.68818,259.33514,97.13364,196.05853,149.73439,77.55762,158.74014,142.50027,178.64804,246.52106,33.52863,122.92198,646.72729,74.2581,-41.92367,813.47998,77.35084,-10.42067,800.54816,70.35513,-108.32283,927.23767,57.92173,-37.53672,643.30048,1361.88782,-7.41927,540.94611,1459.52148,196.86891,575.22827,1462.21777,-221.49257,556.40399,1261.11035,252.88159,583.25378,1222.53027,-243.67279,519.6485,1158.4353,290.01019,527.91785,1128.60388,-276.53137,683.5495,942.80939,288.60321,647.36212,927.22955,340.61865,623.83606,895.94299,-230.15021,577.03705,887.32782,-288.0564,184.07036,56.15947,197.60373,218.1362,57.84079,89.80396,863.29706,45.71368,-115.05914,876.76678,55.34435,-12.85298,705.20441,1586.81665,73.87362,720.31012,1588.99207,-64.16257,712.53552,1764.24011,10.55359
1.417,614.49139,1059.82751,150.9908,636.5614,1056.5708,-108.72913,425.29272,1053.08813,11.68613,555.32526,735.09595,209.41177,632.7403,665.60876,136.25021,545.67108,613.54547,209.89946,644.91791,752.62006,-158.15831,742.45569,741.18719,-93.65119,673.31079,648.77167,-140.05576,431.58295,488.0481,199.89702,464.07321,403.83582,153.88808,377.26846,419.67297,202.37817,701.54871,440.0531,-132.62079,750.12354,394.18402,-73.98456,684.76068,396.10135,-140.27852,117.71391,280.10254,95.36913,204.95619,161.00352,79.00038,165.15106,158.08543,178.54596,242.90858,33.59631,126.0003,628.3631,74.2678,-42.67616,794.78113,76.26311,-11.09477,781.95825,69.68309,-109.04517,908.80029,55.66819,-38.56222,645.3725,1365.79126,-10.45914,540.53046,1462.81311,193.77637,577.03461,1464.5697,-224.42506,553.65643,1264.54663,250.51747,589.22754,1224.34985,-245.26286,515.14709,1162.04663,286.51251,536.61078,1129.52588,-278.77664,672.45715,941.71515,289.26974,634.45599,926.93182,341.16785,632.72235,897.42316,-231.32039,586.13232,888.28931,-290.13074,179.7708,68.63459,196.37178,218.04131,67.11287,91.99091,845.06512,44.70569,-115.79517,858.42682,54.15846,-13.54007,703.99597,1590.29333,70.70071,719.56409,1592.37561,-67.98243,711.05194,1767.3313,6.76193
1.433,613.34448,1062.08069,148.39085,636.65137,1059.22253,-111.23948,425.56384,1055.09607,9.00479,570.8374,736.97595,206.97864,648.07617,669.77545,135.78799,564.33185,614.13519,209.4465,640.7356,754.37732,-160.85004,734.45673,738.8985,-95.64384,665.08936,649.72791,-142.59741,454.46478,491.53497,200.56787,485.34396,406.5069,154.4839,399.30457,424.55112,202.59061,689.43628,438.98007,-134.89813,736.36847,393.30533,-77.01297,671.45398,396.00397,-142.24832,138.04872,297.18985,93.12508,217.93134,171.74007,80.06919,176.56564,172.87402,178.50735,247.48843,36.7901,129.41139,609.78107,74.36163,-43.19138,776.04492,75.67024,-11.56182,763.16071,69.24402,-109.55251,890.11823,54.21723,-39.28836,644.80426,1368.79285,-12.20634,540.20111,1466.0874,191.44716,578.05438,1466.6991,-227.06007,551.02197,1268.10376,248.18976,595.16956,1226.63892,-246.92532,510.51343,1165.66467,283.49988,545.22522,1130.87329,-281.01129,660.4566,941.04919,290.08731,619.33978,927.77753,340.04831,642.41254,900.12921,-232.34718,596.43036,890.57855,-291.43665,183.42371,81.93573,195.6187,225.086,77.1576,94.48386,826.51251,44.30558,-116.32922,840.01666,53.47084,-13.91336,704.0282,1593.74109,67.99907,718.6853,1595.62842,-70.86615,709.50055,1770.91565,3.26098
1.45,611.54358,1064.87183,145.46091,636.75031,1062.02686,-114.23144,425.45355,1057.45422,6.54038,583.54718,738.57599,205.93253,662.63489,675.52783,134.85947,582.2793,617.91882,209.42789,635.62219,756.09808,-163.26901,727.76404,737.84741,-97.506,656.70282,650.50421,-144.64671,476.98315,496.92123,198.14122,506.28766,410.08755,154.56749,421.16281,430.29361,201.79973,675.75238,439.06131,-135.83247,722.18872,392.70886,-78.75366,657.18903,395.99039,-143.96356,158.1826,309.67844,90.57645,234.63091,181.34163,80.62585,192.67899,185.73633,178.52022,260.94879,43.20542,133.02412,590.91614,74.61956,-43.56756,757.51636,75.53642,-11.91576,744.22815,68.87334,-109.93102,871.32623,53.25093,-39.84511,643.24634,1371.25452,-14.44844,537.58246,1468.89465,189.09288,578.54626,1469.79565,-228.02013,547.64905,1270.43518,245.79445,600.87585,1229.56152,-247.64967,505.63037,1169.2699,280.89246,553.34174,1132.94678,-282.06696,649.63733,940.57532,290.211,607.39032,928.59027,339.681,650.66992,902.65497,-232.21147,607.05432,893.49292,-292.56415,199.33928,95.34029,198.84564,239.59248,87.09079,97.06219,807.81012,44.16164,-116.68803,821.53076,53.00933,-14.10809,702.69598,1597.45935,65.59585,718.66064,1599.10046,-72.03407,707.14783,1774.58447,0.48382
1.467,613.8526,1069.59131,141.90341,636.22076,1063.95605,-116.90965,425.1279,1060.10645,4.4548,593.80988,743.62701,204.85349,675.43994,682.57721,132.69539,598.85229,621.20081,207.78462,629.46741,757.71716,-165.47472,720.70068,737.67078,-99.57735,646.39563,651.07916,-147.27003,498.89667,503.94287,197.04277,527.81299,416.94156,153.15158,440.84216,439.16043,199.89981,660.81201,439.06879,-137.82506,707.21539,392.24243,-80.15044,642.08484,396.00668,-145.3204,177.83409,317.41815,88.05422,254.5752,189.18855,80.68436,212.88252,195.78732,178.51901,282.43912,51.41523,136.38559,571.77655,74.98174,-43.87629,739.13287,75.70062,-12.22421,725.27313,68.54914,-110.2425,852.50946,52.57822,-40.32621,642.83234,1374.6886,-15.23596,535.96704,1471.75842,187.4328,579.67859,1473.04138,-230.35902,544.58466,1273.76184,244.10013,605.61694,1233.01367,-248.30795,500.35205,1172.85266,278.56628,559.66577,1134.92749,-282.38013,638.63287,940.36414,289.82278,595.99438,929.88293,339.43713,660.74597,906.2215,-232.07816,618.50287,896.42859,-293.51279,224.17216,106.75459,200.83238,260.70013,95.87474,99.37491,789.02051,44.01566,-116.94533,802.82251,52.59146,-14.35897,702.24609,1601.13818,63.52858,717.65649,1602.46899,-74.32088,705.16302,1777.83179,-1.73962
1.483,612.82538,1073.74951,139.67339,634.66522,1066.52466,-119.9045,424.61801,1062.91589,2.81517,606.7749,747.96588,203.69905,688.72308,690.82355,130.54112,614.68927,626.57684,206.6113,622.29285,759.20581,-167.63275,712.14301,736.34375,-101.03236,635.7392,651.89264,-148.42313,518.96582,511.16257,193.70517,548.41449,423.039,153.18509,462.37314,446.45453,197.64769,644.81567,438.80435,-139.77606,690.7937,391.48926,-81.55096,626.245,396.02017,-146.23532,197.51553,320.70309,85.89693,277.24612,194.72018,80.36817,236.33681,202.41907,178.40459,310.13239,59.27394,138.89832,552.53925,75.31031,-44.17654,720.74445,75.97382,-12.54068,706.39563,68.31344,-110.49036,833.68005,52.07632,-40.71547,640.15729,1377.10901,-16.04361,532.91211,1474.58472,185.92039,579.86499,1476.16211,-231.18336,540.49188,1276.55176,242.63348,609.89136,1236.54443,-248.12741,494.60992,1176.34949,276.40408,566.29541,1138.08289,-283.36914,627.66394,941.11224,288.92487,584.99017,931.85468,337.89059,669.07416,909.46118,-231.64481,626.81268,900.711,-292.92926,252.09164,114.96468,202.46704,286.90775,102.53436,101.02502,770.16327,43.77377,-117.17725,783.7981,52.17286,-14.823,700.43298,1604.49036,62.15785,716.10864,1605.87061,-76.41611,703.95209,1781.38611,-3.60854
1.5,612.62775,1077.47302,136.84705,632.33698,1068.05664,-122.92181,423.87915,1065.677,1.58337,614.47406,752.92432,202.50546,701.1449,698.99225,127.62988,630.78632,632.39929,204.02838,614.28534,760.5495,-169.90198,705.10046,736.38916,-102.31875,625.20209,652.48688,-148.78325,540.23279,516.41547,191.13345,568.49976,429.2417,151.13062,482.11884,450.72379,195.80278,630.14673,439.06888,-140.43477,674.41638,390.8364,-82.15723,609.84174,396.04883,-146.74742,217.83308,319.89642,84.28353,302.19989,197.53687,79.83689,262.19058,205.31415,178.10283,342.14844,65.13957,140.22987,533.36261,75.55507,-44.46121,702.32074,76.23498,-12.88534,687.62799,68.20344,-110.64594,814.78778,51.65273,-40.96386,639.0246,1379.71228,-16.99445,530.58789,1477.03882,183.82838,580.75592,1479.73535,-232.16054,535.22754,1279.40601,240.96629,614.75421,1240.44446,-248.23557,488.46426,1179.62329,274.31906,572.33801,1141.24597,-285.00284,617.90021,942.37585,288.15234,573.13373,933.14899,337.14001,680.70728,916.06683,-231.10884,640.43433,905.26105,-293.51022,281.6384,117.71083,203.87813,316.8562,106.41684,101.72794,751.26752,43.47618,-117.39044,764.56262,51.81918,-15.43965,699.07941,1607.48145,61.32257,715.02008,1608.93042,-77.11467,702.03021,1784.48132,-4.66116
1.517,612.39667,1081.4364,133.92293,629.40735,1069.09534,-125.61304,422.87653,1068.16199,0.68007,625.93658,757.88849,199.99615,711.89539,706.59344,125.10712,644.58704,638.23462,203.18835,605.63885,761.70117,-172.19678,696.5918,734.85608,-102.92616,614.61743,653.08282,-150.5699,559.13599,520.66431,190.61569,589.23792,433.5152,149.15515,502.77057,453.96948,195.33879,612.82062,439.17798,-140.6357,656.66376,390.37973,-83.24677,593.13544,396.11374,-147.0031,239.13699,315.24332,83.2288,329.15823,197.47162,79.22372,289.86746,204.4312,177.60603,377.13553,68.31638,140.39482,514.24225,75.77611,-44.63757,683.8429,76.38295,-13.20543,668.93695,68.21565,-110.71578,795.78717,51.24305,-41.10165,637.28302,1382.69971,-17.4218,528.4386,1479.34204,183.19812,580.50311,1483.09998,-233.12289,529.2641,1281.78003,239.5786,618.17383,1244.2655,-248.69595,482.03339,1182.52319,272.25986,578.12054,1144.38391,-284.87997,608.35608,943.2804,286.78653,563.69214,935.44678,335.89761,693.05927,922.63623,-229.75548,651.33258,910.05731,-292.35126,314.25723,118.3184,204.03525,349.79138,107.36291,101.3896,732.34094,43.1811,-117.54776,745.3244,51.58451,-16.03987,696.13049,1610.18677,60.48055,713.547,1611.47839,-77.8658,700.28906,1787.18237,-5.60847
1.533,611.76465,1084.80334,130.83804,627.49792,1070.09937,-128.53601,421.60278,1070.20544,0.02235,637.21826,762.99084,198.55003,722.32281,714.80652,122.552,658.71124,643.95233,201.96889,596.53296,762.59772,-174.16783,684.28546,733.10455,-102.80225,602.9093,653.81982,-152.26013,576.44098,523.44196,188.16133,610.53705,439.00586,146.8224,523.81488,454.71323,192.49556,596.69958,439.14886,-140.67453,639.6709,389.6239,-83.7642,576.37256,396.22018,-147.14096,261.63696,306.89389,82.6843,358.02921,194.59105,78.60247,319.24408,199.94875,177.00572,414.37329,68.77315,139.55354,495.10309,76.01532,-44.66142,665.18616,76.32253,-13.39355,650.24884,68.30328,-110.74168,776.7027,50.81747,-41.21795,636.88361,1385.73206,-17.98233,524.96344,1481.7146,181.60791,581.09698,1486.21802,-233.64696,524.25079,1283.90308,238.509,620.68652,1248.27136,-249.27519,475.44394,1184.94299,270.19617,582.96002,1147.11292,-286.1384,598.20862,944.37634,285.09323,554.51898,936.724,334.11761,702.48694,928.18646,-228.09204,662.3399,914.91278,-290.92282,347.96649,115.24834,204.38199,385.41898,105.65803,100.12725,713.3609,42.89162,-117.6489,726.21289,51.43145,-16.49822,695.86322,1612.45056,59.43013,712.03583,1613.69702,-78.83025,699.03577,1789.35071,-5.11379
1.55,609.34235,1086.10596,128.3006,624.44147,1070.38391,-130.98384,420.06467,1071.73047,-0.44444,645.68365,768.4231,196.88127,732.66949,722.42249,119.54289,671.46021,649.25757,200.05391,587.13733,763.21588,-175.52408,674.23517,731.77216,-104.76439,590.68024,653.43854,-153.14771,594.20056,526.15485,187.18655,629.3327,442.71317,145.0022,542.56061,455.78922,191.81636,580.09979,439.41946,-141.10701,624.13745,389.88327,-84.66843,559.62262,396.36703,-147.22137,285.6282,295.02438,82.59734,388.84818,189.13397,77.99282,350.6275,192.20398,176.46709,453.64465,66.90935,137.97026,475.91852,76.25919,-44.60675,646.2301,76.03683,-13.36522,631.47107,68.41962,-110.74793,757.62054,50.38933,-41.37061,636.62354,1387.54553,-19.08088,522.2005,1482.82861,180.57729,580.63965,1489.03394,-234.35088,519.49921,1285.4519,236.71779,622.81274,1251.28101,-249.86177,468.85672,1186.83154,268.12076,586.79407,1149.35632,-286.62802,589.72351,945.6814,284.13779,543.81573,938.03143,332.37885,712.46771,934.76074,-225.8455,673.51514,919.53625,-289.34674,385.48636,108.90306,203.32547,423.39322,101.82758,98.31335,694.30865,42.59464,-117.7471,707.25476,51.28891,-16.77301,694.30145,1614.05823,58.98982,711.08759,1616.05481,-78.76041,696.73407,1791.44519,-5.46199
1.567,609.98077,1088.59631,125.74184,621.70422,1070.22192,-133.56346,418.27646,1072.71777,-0.71381,652.21405,773.73511,195.65741,740.57355,729.80231,116.99197,682.19275,655.07867,198.18913,577.56696,763.60504,-176.354,664.08923,729.84674,-105.31321,578.09436,653.84039,-154.26729,608.7301,527.61438,184.07495,648.02344,446.44858,142.72223,561.68976,454.78696,190.96411,564.04315,439.02496,-141.22365,607.90729,389.51105,-85.46193,542.90637,396.54846,-147.30048,311.44067,279.89679,82.90804,421.68121,181.43964,77.40331,384.44928,181.68794,176.12465,495.02328,63.46482,136.08023,456.72952,76.49266,-44.58138,627.0116,75.60813,-13.04756,612.52698,68.56804,-110.75179,738.63605,49.99414,-41.55209,634.90985,1388.3363,-19.72444,520.24548,1483.0647,179.64191,580.19299,1490.73718,-234.92126,514.21661,1286.16235,235.86967,624.66095,1253.20337,-250.62328,462.46167,1188.19348,266.06305,590.17365,1151.75989,-289.06497,581.82123,946.43298,282.80371,535.84454,938.95209,330.10852,722.17023,941.92334,-224.38329,684.91553,923.77271,-286.52054,424.82779,101.42969,202.47273,463.08649,96.44918,96.53534,675.20471,42.31609,-117.9006,688.41907,51.11628,-16.91382,692.50623,1614.95435,59.26163,709.8512,1617.52209,-79.23074,695.15051,1792.24622,-5.33087
